iops,flops,bytes_read,bytes_write,step,function,cycles,DIRECTION_SIZE,NX,NY,NZ,TIMESTEPS,bytes
24832,7104,15980,2048,Momentum,Momentum Baseline,32736.9,27,4,4,4,10,
7123,7168,15980,2048,Momentum,Momentum 1,30705.0,27,4,4,4,10,
6941,7168,15980,2048,Momentum,Momentum 2,1966000.0,27,4,4,4,10,
6941,7168,15980,2048,Momentum,Momentum 3,14775.0,27,4,4,4,10,
6941,7168,15980,2048,Momentum,Momentum 4,14545.7,27,4,4,4,10,
55296,0,27972,13824,Stream Periodic,Stream Periodic Baseline,182960.0,27,4,4,4,10,
32980,0,27972,13824,Stream Periodic,Periodic 1,180489.0,27,4,4,4,10,
12638,0,27972,13824,Stream Periodic,Periodic 2,82727.0,27,4,4,4,10,
4447,0,1809,1728,Stream Periodic,Periodic 3,27530.4,27,4,4,4,10,
72000,720,28296,13824,Stream Couette,Stream Couette Baseline,107562.0,27,4,4,4,10,
22176,148,28212,13824,Stream Couette,Couette 1,104417.0,27,4,4,4,10,
8433,202,28296,13824,Stream Couette,Couette 2,57839.1,27,4,4,4,10,
3547,198,28728,13824,Stream Couette,Couette 3,26946.5,27,4,4,4,10,
3547,198,28728,13824,Stream Couette,Couette 4,25473.4,27,4,4,4,10,
70417,33556,30236,13824,Stream Less Edwards,Stream Lees Edwards Baseline,279587.0,27,4,4,4,10,
31780,20457,28736,13824,Stream Less Edwards,Lees Edwards 1,159831.0,27,4,4,4,10,
31780,11241,28736,13824,Stream Less Edwards,Lees Edwards 2,96444.9,27,4,4,4,10,
9540,11241,28736,13824,Stream Less Edwards,Lees Edwards 3,51582.6,27,4,4,4,10,
9540,11241,28736,13824,Stream Less Edwards,Lees Edwards 4,41972.7,27,4,4,4,10,
198656,56832,127084,16384,Momentum,Momentum Baseline,727174.0,27,8,8,8,10,
56899,57344,127084,16384,Momentum,Momentum 1,724848.0,27,8,8,8,10,
